familymebers,location,infection,impact,familyreunion,familyrelationship,post,search,optimism,mediatime1,mediatime2,mediatime3,mediatime4,mediatime5,mediatimetotal,mediacontent1,mediacontent2,mediacontent3,mediacontent4,mediacontent5,mediacontent6,panas1,panas2,panas3,panas4,panas5,panas6,panas7,panas8,panas9,panas10,panas11,panas12,panas13,panas14,panas15,panas16,panas17,panas18,panas19,panas20,deathanxiety1,deathanxiety2,deathanxiety3,deathanxiety4,meaninginlife1,meaninginlife2,meaninginlife3,meaninginlife4,empathy1,empathy2,sympathy1,sympathy2,dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,PA,NA,DA,ML,DEP,ANX,STR,NEW,TRA,EMP,SYM
3,Beijing,0,5,1,5,0,3,3,1,10,2,2,2,17,3,4,4,2,4,4,4,2,3,3,3,1,2,1,4,4,3,3,2,4,2,4,5,2,4,2,3,5,5,4,7,6,6,6,4,4,5,5,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,38.00,20.00,20.00,31.00,9.00,12.00,14.00,4.00,1.00,8.00,10.00
4,Shandong,0,5,1,4,1,4,2,7,6,6,0,6,25,5,5,4,5,5,5,5,5,3,4,2,4,5,3,2,4,4,5,1,4,4,4,4,5,2,5,5,5,5,5,5,6,6,6,5,5,5,5,3,1,1,2,2,4,1,2,3,1,2,2,2,2,2,1,1,2,2,1,1,35.00,40.00,25.00,30.00,9.00,12.00,17.00,4.50,7.00,10.00,10.00
4,Hebei,0,5,1,2,1,3,5,0,0,1,12,0,13,3,4,3,3,4,2,3,4,3,1,3,1,1,1,3,1,2,2,1,1,1,4,4,1,3,1,1,2,1,1,6,6,6,6,1,2,5,4,2,1,1,1,2,2,1,2,3,2,2,2,2,2,1,1,1,2,1,1,1,27.00,14.00,6.00,30.00,10.00,9.00,14.00,3.25,0.00,3.00,9.00
6,Shandong,0,4,1,5,1,4,2,1,1,1,0,1,4,4,5,5,3,4,3,2,2,2,2,2,2,2,2,2,2,1,4,1,3,2,2,2,2,3,1,3,5,3,4,3,5,6,7,3,2,2,5,2,4,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,24.00,17.00,20.00,28.00,9.00,13.00,10.00,0.75,1.00,5.00,7.00
3,Hebei,0,3,1,4,0,3,4,1,1,0,1,11,14,5,3,4,4,3,3,2,4,2,4,2,2,5,3,2,1,2,5,1,3,5,2,2,4,2,4,2,5,1,4,2,5,4,6,4,4,5,5,2,1,2,1,3,1,1,2,3,2,2,2,1,1,2,2,1,1,1,2,3,23.00,34.00,16.00,23.00,14.00,11.00,11.00,3.25,1.00,8.00,10.00
6,Yunnan,0,3,1,5,0,4,4,1,4,3,1,3,12,5,5,4,4,3,4,4,3,3,3,2,1,1,1,3,4,1,1,1,2,1,1,2,1,3,2,2,2,1,4,6,4,5,5,4,4,5,5,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,25.00,15.00,11.00,24.00,8.00,7.00,9.00,2.75,1.00,8.00,10.00
4,Shandong,0,4,1,5,0,4,5,5,3,0,5,0,13,4,4,4,3,3,3,3,1,3,1,1,1,1,1,1,1,1,1,1,3,1,4,3,1,3,2,2,4,4,3,5,6,5,5,2,2,3,3,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,23.00,11.00,17.00,27.00,10.00,8.00,8.00,2.00,5.00,4.00,6.00
5,Shandong,0,3,1,5,0,4,4,4,2,3,3,1,13,4,4,4,3,4,4,3,2,3,2,3,3,2,1,4,3,2,2,2,3,2,2,3,2,3,2,2,2,2,1,5,5,5,6,3,3,4,5,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,1,2,1,29.00,20.00,11.00,27.00,12.00,11.00,15.00,2.25,4.00,6.00,9.00
6,Jilin,0,2,1,4,1,2,3,3,2,4,3,3,15,3,4,3,3,4,3,2,3,2,3,2,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,3,4,1,1,7,4,7,6,1,1,5,5,2,2,1,1,3,1,1,2,1,1,1,1,1,3,1,1,1,2,1,1,1,17.00,16.00,10.00,31.00,9.00,8.00,12.00,3.00,3.00,2.00,10.00
5,Guangdong,0,3,1,5,0,2,3,1,1,1,1,1,5,4,4,5,4,5,5,4,2,4,2,4,1,1,1,4,2,2,4,2,4,2,4,4,2,4,2,2,4,3,2,4,5,2,2,3,4,4,4,2,2,1,1,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,1,1,38.00,17.00,15.00,18.00,9.00,11.00,12.00,1.00,1.00,7.00,8.00
5,Shaanxi,0,4,0,4,1,2,2,4,3,2,3,3,15,2,2,4,3,3,3,2,3,2,3,3,3,3,2,2,2,2,3,2,2,3,3,3,2,2,2,2,4,4,3,3,3,2,2,4,4,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,24.00,25.00,17.00,16.00,12.00,13.00,14.00,2.75,4.00,8.00,8.00
3,Tianjin,0,3,1,3,1,4,4,1,2,1,2,2,8,4,4,4,4,4,4,3,4,2,4,2,1,2,1,1,1,4,4,1,2,4,1,2,2,2,2,2,4,4,2,6,6,6,6,4,4,4,4,2,1,1,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,20.00,25.00,16.00,30.00,9.00,12.00,14.00,1.75,1.00,8.00,8.00
3,Tianjin,0,3,0,4,0,3,4,9,9,8,9,9,44,4,4,4,4,4,4,4,4,4,2,4,1,3,2,2,2,2,4,2,4,3,3,4,3,3,4,4,5,4,4,6,6,6,5,5,5,5,5,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,34.00,26.00,20.00,27.00,7.00,8.00,8.00,8.75,9.00,10.00,10.00
1,Xinjiang,0,2,0,4,1,2,4,1,8,7,10,0,26,2,3,4,4,3,3,4,2,4,2,4,2,2,2,3,3,2,3,2,4,2,4,4,2,4,2,4,4,2,2,6,6,6,6,4,4,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,37.00,20.00,16.00,30.00,7.00,8.00,8.00,6.25,1.00,8.00,8.00
3,Chongqing,0,3,1,4,1,3,2,5,3,2,2,5,17,4,3,3,4,4,4,3,2,4,1,3,1,2,1,4,3,4,2,2,4,3,4,3,1,4,2,2,4,4,2,5,2,6,6,4,2,4,5,2,2,1,1,1,2,1,1,3,1,1,1,2,1,1,1,1,2,1,1,1,34.00,19.00,16.00,25.00,8.00,10.00,10.00,3.00,5.00,6.00,9.00
4,Tianjin,0,4,1,4,0,4,2,2,0,0,2,4,8,2,4,3,2,4,4,3,5,1,4,2,3,2,5,1,1,2,5,4,1,4,3,3,4,1,4,2,5,2,2,6,6,4,6,2,2,2,4,2,3,3,3,3,4,2,4,4,3,4,4,4,4,3,3,4,3,2,4,3,21.00,37.00,13.00,28.00,23.00,21.00,25.00,1.50,2.00,4.00,6.00
3,Neimenggu,0,2,1,5,0,2,5,5,0,1,2,2,10,4,3,3,4,1,3,5,1,4,1,4,1,1,1,2,3,1,1,1,1,1,1,5,1,4,1,1,3,1,1,6,7,4,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,2,1,1,1,30.00,10.00,8.00,26.00,9.00,7.00,10.00,1.25,5.00,2.00,4.00
4,Hunan,0,4,1,3,1,2,1,1,1,1,1,1,5,4,4,3,4,4,4,4,4,2,4,2,2,3,2,2,2,3,4,3,2,4,2,3,2,2,4,3,4,4,4,7,6,5,7,4,4,5,5,2,2,2,1,3,1,1,2,2,1,1,2,1,2,1,2,1,1,1,1,1,25.00,31.00,19.00,30.00,11.00,9.00,11.00,1.00,1.00,8.00,10.00
5,Jiangsu,0,3,1,4,0,4,3,1,12,1,3,10,27,5,4,4,3,3,4,4,4,2,4,3,1,3,1,2,2,1,5,1,3,4,4,2,3,4,2,2,4,5,4,5,3,3,6,4,5,5,2,1,4,1,1,2,2,1,3,4,2,3,2,2,2,2,1,1,3,2,1,1,31.00,24.00,19.00,24.00,10.00,15.00,16.00,6.50,1.00,9.00,7.00
4,Tianjin,0,3,1,4,0,2,5,2,1,2,3,0,8,1,5,3,3,2,4,4,5,3,2,1,2,5,1,3,1,1,1,1,1,5,2,4,2,4,5,1,1,1,2,7,7,7,7,1,2,5,5,2,2,1,1,4,1,2,4,4,1,2,2,2,3,4,2,2,2,3,4,1,24.00,29.00,6.00,35.00,13.00,20.00,16.00,1.50,2.00,3.00,10.00
4,Jiangxi,0,4,1,4,1,2,2,1,1,0,1,2,5,4,3,3,3,3,3,3,3,2,4,2,2,4,2,3,2,2,4,2,2,4,3,2,4,2,3,3,4,4,4,5,4,5,4,4,4,4,4,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,1,25.00,30.00,19.00,23.00,11.00,9.00,12.00,1.00,1.00,8.00,8.00
6,Tianjin,0,3,1,5,1,2,2,1,1,1,1,0,4,4,3,3,2,3,3,3,2,3,2,3,1,1,1,3,3,1,3,1,3,2,3,3,1,3,1,2,5,1,2,7,7,7,6,1,1,5,5,1,1,1,1,1,2,1,1,2,1,2,2,1,3,1,1,1,1,1,1,1,30.00,13.00,11.00,34.00,7.00,8.00,12.00,0.75,1.00,2.00,10.00
3,Hubei,0,3,1,4,0,4,4,1,1,1,8,2,13,4,5,5,4,3,3,2,2,3,2,3,1,2,1,3,4,1,4,1,3,2,4,4,1,4,2,2,4,3,2,6,6,6,6,4,4,4,5,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,34.00,15.00,13.00,30.00,13.00,12.00,14.00,3.00,1.00,8.00,9.00
3,Shanxi,0,3,1,4,0,2,3,2,2,1,3,2,10,5,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,3,3,3,3,5,5,5,5,3,3,4,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,16.00,10.00,15.00,23.00,7.00,7.00,8.00,2.00,2.00,6.00,7.00
5,Jiangxi,0,4,1,4,1,4,5,1,1,1,1,1,5,3,3,4,3,3,3,2,3,3,2,3,1,2,1,3,3,2,3,2,2,3,4,3,2,3,2,4,3,3,2,5,5,6,6,2,4,4,4,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,29.00,20.00,15.00,28.00,7.00,10.00,10.00,1.00,1.00,6.00,8.00
4,Henan,0,4,1,5,0,2,4,4,3,3,1,3,14,4,4,4,4,4,4,4,2,4,2,4,1,1,2,4,3,2,4,1,4,2,4,4,1,4,1,2,5,5,2,6,6,6,6,3,2,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39.00,15.00,17.00,30.00,8.00,7.00,8.00,2.50,4.00,5.00,8.00
4,Tianjin,0,3,1,2,1,3,2,2,10,9,9,10,40,5,4,5,5,5,5,4,4,1,3,2,2,3,2,1,3,3,3,1,1,2,2,2,3,2,3,5,5,3,3,5,3,5,7,5,5,5,5,2,2,2,2,4,4,1,2,4,4,1,4,4,1,2,1,4,2,2,3,4,21.00,26.00,20.00,21.00,23.00,16.00,16.00,9.50,2.00,10.00,10.00
4,Shanxi,0,3,0,5,1,4,3,2,2,1,1,1,7,4,4,4,4,4,4,3,5,2,4,2,4,4,2,2,3,4,3,2,3,4,4,3,4,3,4,4,5,5,4,5,5,6,5,5,4,5,5,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,2,1,28.00,37.00,22.00,25.00,11.00,11.00,13.00,1.25,2.00,9.00,10.00
4,Shanxi,0,4,1,5,0,4,4,1,1,2,2,1,7,4,4,4,4,4,4,2,4,2,4,2,2,3,2,2,2,4,5,2,2,4,3,2,2,2,3,4,4,4,4,6,6,6,6,4,4,4,5,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,24.00,30.00,20.00,31.00,8.00,11.00,14.00,1.50,1.00,8.00,9.00
4,Tianjin,0,3,1,4,1,4,4,3,2,1,2,3,11,4,5,5,1,5,5,4,3,4,3,3,4,4,3,3,4,2,4,2,3,4,3,3,2,1,3,4,4,5,4,3,6,4,5,4,4,5,5,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,32.00,30.00,22.00,24.00,10.00,10.00,11.00,2.00,3.00,8.00,10.00
3,Shaanxi,0,3,1,5,1,4,3,1,7,6,6,4,24,5,5,5,5,4,3,3,2,3,3,3,1,3,1,4,4,2,4,3,3,3,4,4,1,4,1,3,1,1,1,6,6,6,7,2,2,5,5,1,2,1,1,1,1,1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,36.00,20.00,8.00,32.00,9.00,12.00,11.00,5.75,1.00,4.00,10.00
6,Shanxi,0,5,1,5,0,4,3,2,6,2,4,2,16,5,5,4,5,5,5,3,3,3,4,3,3,4,3,3,4,3,4,3,4,4,3,3,4,3,3,5,5,3,5,4,4,4,4,4,4,5,5,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,2,1,33.00,34.00,21.00,20.00,10.00,10.00,10.00,3.50,2.00,8.00,10.00
10,Shandong,0,3,1,5,0,2,4,1,1,0,1,0,3,2,3,3,3,3,4,5,1,5,1,4,2,2,1,5,2,1,3,1,4,1,4,5,1,4,2,3,5,5,1,7,7,7,7,4,2,5,3,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,41.00,13.00,16.00,34.00,7.00,9.00,9.00,0.50,1.00,6.00,8.00
3,Shandong,0,4,1,5,1,4,3,12,8,1,5,12,38,5,4,5,5,4,4,3,4,2,3,2,2,2,2,3,3,3,4,2,3,4,4,3,2,2,2,3,4,1,2,6,6,6,6,3,4,5,5,2,2,2,1,4,3,1,2,2,2,2,2,2,3,2,1,1,1,2,1,1,29.00,26.00,13.00,31.00,13.00,11.00,15.00,6.50,12.00,7.00,10.00
5,Zhejiang,0,4,1,4,1,4,4,12,12,0,12,12,48,4,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,6,5,5,5,4,2,5,4,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,32.00,30.00,16.00,24.00,12.00,13.00,13.00,9.00,12.00,6.00,9.00
3,Chongqing,0,3,1,4,1,2,4,3,12,2,12,2,31,3,3,3,5,5,3,2,2,3,2,2,1,1,2,3,1,1,5,1,2,3,2,3,1,1,1,2,3,5,1,4,7,7,7,4,2,5,5,2,1,1,1,4,2,1,2,4,2,2,2,2,2,2,2,1,3,1,1,2,24.00,15.00,14.00,32.00,14.00,11.00,15.00,7.00,3.00,6.00,10.00
3,Neimenggu,0,4,1,5,0,4,4,1,2,0,0,1,4,2,4,4,4,4,4,3,2,2,2,2,2,2,1,3,1,1,1,2,3,1,4,4,1,3,1,2,2,1,2,7,7,7,5,4,2,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,26.00,15.00,9.00,33.00,7.00,7.00,7.00,0.75,1.00,6.00,9.00
3,Guangdong,0,3,1,5,0,4,2,1,1,0,1,0,3,5,4,5,4,4,4,4,2,3,2,2,2,4,2,3,2,2,4,2,3,4,2,3,4,2,4,4,4,4,4,5,5,4,4,4,4,4,4,3,2,2,1,2,2,1,1,3,2,2,1,2,1,2,2,1,2,2,2,2,28.00,28.00,20.00,23.00,13.00,13.00,12.00,0.50,1.00,8.00,8.00
4,Shanxi,0,3,1,4,0,2,4,5,4,2,6,3,20,4,4,3,4,3,4,3,2,2,2,2,2,3,1,2,2,2,2,1,2,2,3,3,2,2,2,4,4,3,3,5,5,5,4,4,4,5,5,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,23.00,19.00,18.00,24.00,9.00,12.00,14.00,3.75,5.00,8.00,10.00
3,Shanghai,0,4,0,4,1,4,4,0,0,9,12,12,33,5,5,5,5,4,3,4,5,5,4,2,5,3,5,2,1,3,5,1,3,4,3,4,1,3,4,1,1,2,1,6,6,7,7,4,2,5,5,1,2,1,1,1,2,1,1,2,1,1,2,2,4,2,1,1,1,1,2,2,32.00,35.00,7.00,32.00,9.00,11.00,12.00,8.25,0.00,6.00,10.00
4,Chongqing,0,2,1,4,0,2,2,1,1,1,1,0,4,4,3,4,3,4,4,2,2,3,2,3,2,2,1,3,1,1,4,1,2,1,2,2,1,3,3,2,5,4,2,5,5,5,3,4,4,4,2,2,2,2,1,3,2,1,2,3,1,2,2,2,2,1,2,2,2,1,1,1,25.00,16.00,15.00,23.00,13.00,10.00,14.00,0.75,1.00,8.00,6.00
3,Beijing,0,4,1,5,1,4,1,1,1,0,1,1,4,5,4,2,4,4,1,4,4,2,2,4,2,4,3,2,2,4,4,3,4,4,2,3,5,3,4,4,4,4,4,5,6,5,6,4,4,4,4,2,2,1,2,2,2,2,3,3,2,3,3,3,2,3,2,2,2,2,2,2,30.00,35.00,20.00,28.00,14.00,16.00,17.00,0.75,1.00,8.00,8.00
3,Neimenggu,0,3,1,5,0,1,2,1,2,2,1,0,6,4,2,2,3,2,3,2,2,2,2,2,1,1,1,3,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,5,6,7,7,1,1,4,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,20.00,14.00,8.00,32.00,10.00,10.00,11.00,1.25,1.00,2.00,5.00
3,Jiangxi,0,3,0,4,0,2,2,1,1,1,1,1,5,4,4,4,3,4,4,3,3,3,2,1,1,3,1,1,1,1,4,1,1,2,3,3,1,2,2,4,5,3,4,6,6,6,7,4,4,4,5,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,2,1,2,22.00,17.00,21.00,31.00,9.00,10.00,10.00,1.00,1.00,8.00,9.00
4,Shanxi,0,3,1,5,0,3,2,6,12,6,0,7,31,5,4,3,2,3,4,3,2,2,2,2,1,3,1,1,1,1,3,1,2,2,2,3,1,2,2,2,4,4,3,5,5,5,5,4,4,4,5,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,21.00,16.00,18.00,25.00,8.00,9.00,7.00,6.25,6.00,8.00,9.00
6,Shanxi,0,5,1,5,0,4,1,6,12,9,5,12,44,5,5,5,5,5,5,4,4,1,5,1,4,5,2,2,1,2,5,2,4,4,4,4,4,2,5,5,5,5,5,6,6,5,6,5,5,5,5,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,1,28.00,37.00,24.00,30.00,10.00,12.00,12.00,9.50,6.00,10.00,10.00
6,Jiangsu,0,3,1,5,0,4,2,10,3,1,1,2,17,4,5,5,3,5,4,4,2,3,2,2,2,2,2,2,3,2,3,2,3,2,3,4,2,4,2,4,4,4,4,6,6,6,6,4,4,4,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.00,20.00,20.00,30.00,8.00,7.00,7.00,1.75,10.00,8.00,8.00
4,Hunan,0,3,1,4,1,2,4,1,1,1,1,1,5,4,4,4,5,4,3,2,3,2,4,2,2,4,1,2,2,2,3,1,3,3,2,2,3,3,3,5,4,5,4,6,5,2,2,5,4,5,4,3,3,2,1,4,2,1,2,4,2,2,2,2,2,3,1,2,2,2,2,1,23.00,26.00,23.00,18.00,14.00,16.00,15.00,1.00,1.00,9.00,9.00
4,Hunan,0,3,1,4,1,4,3,2,4,4,2,0,12,2,4,3,2,2,2,2,3,3,3,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,4,3,3,4,4,4,4,3,4,4,4,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,1,1,22.00,23.00,15.00,20.00,13.00,13.00,14.00,2.50,2.00,7.00,8.00
3,Guizhou,0,4,0,4,1,4,2,2,4,7,1,9,23,5,4,4,4,4,5,2,4,3,3,3,3,4,2,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,4,7,7,7,7,4,4,5,5,3,3,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,34.00,34.00,20.00,35.00,10.00,11.00,14.00,5.25,2.00,8.00,10.00
3,Liaoning,0,3,1,5,1,4,2,0,1,1,1,2,5,5,4,5,4,5,5,3,4,2,3,2,2,4,1,2,3,1,4,2,3,4,2,3,2,2,4,4,5,5,4,5,6,6,7,4,4,5,5,1,1,1,1,2,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,1,26.00,27.00,23.00,31.00,9.00,11.00,10.00,1.25,0.00,8.00,10.00
4,Hubei,0,5,0,4,0,4,4,5,7,5,10,3,30,4,4,5,4,5,3,4,5,4,3,3,2,3,3,3,3,3,5,3,2,2,5,5,3,4,4,4,5,2,4,7,7,6,7,4,4,4,4,3,4,1,1,3,4,1,2,2,1,2,4,2,4,3,1,1,4,2,2,1,38.00,31.00,17.00,28.00,10.00,15.00,23.00,6.25,5.00,8.00,8.00
4,Fujian,0,3,1,4,0,4,4,5,5,7,3,7,27,4,5,4,5,4,4,3,2,4,2,2,2,3,2,2,2,2,3,2,2,2,3,3,2,3,2,2,4,4,3,3,6,3,3,4,4,4,5,2,3,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1,27.00,21.00,17.00,21.00,9.00,10.00,11.00,5.50,5.00,8.00,9.00
3,Shanxi,0,3,1,4,0,4,2,2,8,3,2,5,20,5,4,4,3,3,3,3,2,3,3,2,1,2,1,2,3,1,4,1,4,3,3,3,3,3,3,2,4,3,4,5,5,5,5,4,3,5,5,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,30.00,20.00,17.00,27.00,12.00,13.00,13.00,4.50,2.00,7.00,10.00
4,Hunan,0,3,1,5,0,4,3,1,12,1,6,6,26,4,4,3,3,3,4,3,1,3,1,3,1,1,1,3,3,1,1,1,3,1,3,3,1,3,1,2,2,1,1,7,7,7,7,1,1,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,2,3,2,1,1,3,28.00,10.00,7.00,35.00,19.00,12.00,14.00,6.25,1.00,2.00,4.00
3,Zhejiang,0,4,1,4,1,4,2,7,6,4,5,6,28,5,3,3,5,3,4,2,5,2,4,1,3,5,2,2,1,3,4,1,1,5,3,3,4,1,5,3,4,4,4,5,7,6,7,5,5,5,4,3,2,1,2,1,2,1,2,4,2,2,2,2,3,2,2,1,2,1,1,1,20.00,37.00,19.00,31.00,10.00,13.00,16.00,5.25,7.00,10.00,9.00
3,Zhejiang,0,4,0,5,1,1,4,8,3,4,4,0,19,5,4,4,4,5,4,4,2,3,2,3,2,2,1,3,3,2,2,1,4,2,4,4,1,4,1,2,2,1,1,7,6,6,5,2,2,5,5,1,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,1,34.00,16.00,7.00,30.00,8.00,11.00,10.00,2.75,8.00,4.00,10.00
4,Shanxi,0,3,1,4,0,2,2,12,9,5,6,12,44,5,5,4,4,5,5,2,2,3,1,4,1,2,2,3,5,4,4,2,4,3,4,3,2,4,2,2,5,3,4,5,6,6,5,3,4,4,4,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,36.00,21.00,18.00,29.00,8.00,9.00,7.00,8.00,12.00,7.00,8.00
4,Jiangxi,0,2,0,4,1,4,3,12,12,1,10,12,47,4,4,4,4,3,3,4,1,4,1,4,1,2,1,4,3,1,3,1,3,2,4,3,1,4,2,2,4,4,2,5,5,6,5,2,2,5,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,36.00,13.00,16.00,28.00,8.00,9.00,8.00,8.75,12.00,4.00,6.00
6,Henan,0,2,1,4,1,4,2,6,12,3,2,12,35,5,5,5,4,5,4,2,4,3,2,3,1,1,1,2,3,1,4,1,3,1,4,2,2,3,1,3,4,2,2,6,6,6,7,1,1,5,3,2,2,1,1,3,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,1,29.00,15.00,16.00,30.00,11.00,9.00,10.00,7.25,6.00,2.00,8.00
6,Jiangsu,0,4,1,4,1,4,4,5,5,7,6,7,30,4,4,4,4,4,4,4,3,3,4,2,2,4,3,2,3,3,3,1,2,4,3,2,3,2,4,4,4,4,3,4,4,4,5,4,4,5,4,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,26.00,31.00,19.00,22.00,10.00,13.00,13.00,6.25,5.00,8.00,9.00
4,Guangxi,0,3,1,5,1,4,2,12,5,3,4,5,29,2,4,4,4,4,4,4,4,2,2,3,4,4,4,2,4,2,4,2,3,4,4,3,4,2,4,4,4,5,4,6,6,6,6,4,4,4,4,2,2,1,2,2,1,2,1,3,1,2,1,2,3,1,2,1,1,2,1,1,31.00,34.00,21.00,30.00,10.00,13.00,11.00,4.25,12.00,8.00,8.00
4,Ningxia,0,4,1,5,0,3,3,12,7,5,5,11,40,3,4,3,4,4,4,3,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,2,3,2,2,2,3,4,3,4,3,2,4,4,2,2,3,1,1,1,1,1,1,2,1,1,2,2,2,3,2,2,1,1,2,23.00,19.00,13.00,18.00,15.00,9.00,10.00,7.00,12.00,5.00,8.00
3,Shandong,0,3,1,4,0,4,3,1,12,0,2,10,25,5,5,5,4,4,4,4,3,2,2,2,3,3,2,3,3,5,3,1,3,4,3,2,3,2,3,4,2,3,4,6,6,6,3,3,2,4,4,2,2,1,1,2,2,1,2,1,2,3,2,2,2,2,1,1,3,2,1,1,27.00,29.00,17.00,27.00,10.00,10.00,16.00,6.00,1.00,5.00,8.00
6,Hubei,0,4,1,4,0,2,4,1,3,0,1,1,6,4,3,3,3,3,3,2,2,3,2,2,2,3,1,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,5,4,4,5,3,3,4,4,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,25.00,22.00,11.00,23.00,14.00,13.00,14.00,1.25,1.00,6.00,8.00
5,Henan,0,3,1,4,1,4,4,0,1,2,1,7,11,4,4,4,5,4,4,4,3,2,3,2,2,2,1,3,4,1,4,1,3,2,3,4,1,2,3,3,4,2,3,5,6,5,6,4,4,3,4,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,31.00,19.00,16.00,27.00,8.00,9.00,10.00,2.75,0.00,8.00,7.00
3,Zhejiang,0,2,1,4,0,2,4,1,1,0,1,0,3,3,2,2,2,2,2,5,1,5,1,5,1,1,1,5,5,1,2,1,5,2,4,5,1,5,1,2,2,2,1,7,7,7,7,2,2,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,46.00,11.00,8.00,35.00,8.00,7.00,7.00,0.50,1.00,4.00,6.00
5,Shanxi,0,3,1,4,1,4,2,2,1,1,0,0,4,3,4,3,5,4,4,2,3,2,3,2,1,3,2,3,2,2,3,1,3,3,3,2,1,3,2,5,5,5,5,5,6,5,5,4,4,5,5,2,2,2,1,2,2,1,3,2,2,2,3,2,2,2,2,1,2,1,2,1,25.00,21.00,25.00,25.00,12.00,11.00,16.00,0.50,2.00,8.00,10.00
4,Jilin,0,4,1,4,0,4,4,2,0,1,1,4,8,4,4,4,4,3,3,3,3,3,3,2,2,3,2,3,3,3,4,2,2,4,3,2,3,2,3,4,4,2,2,5,5,5,6,4,4,5,5,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,27.00,28.00,15.00,27.00,12.00,14.00,12.00,1.50,2.00,8.00,10.00
