familymebers,location,infection,impact,familyreunion,familyrelationship,post,search,optimism,mediatime1,mediatime2,mediatime3,mediatime4,mediatime5,mediatimetotal,mediacontent1,mediacontent2,mediacontent3,mediacontent4,mediacontent5,mediacontent6,panas1,panas2,panas3,panas4,panas5,panas6,panas7,panas8,panas9,panas10,panas11,panas12,panas13,panas14,panas15,panas16,panas17,panas18,panas19,panas20,deathanxiety1,deathanxiety2,deathanxiety3,deathanxiety4,meaninginlife1,meaninginlife2,meaninginlife3,meaninginlife4,empathy1,empathy2,sympathy1,sympathy2,dass1,dass2,dass3,dass4,dass5,dass6,dass7,dass8,dass9,dass10,dass11,dass12,dass13,dass14,dass15,dass16,dass17,dass18,dass19,dass20,dass21,PA,NA,DA,ML,DEP,ANX,STR,NEW,TRA,EMP,SYM
5,Beijing,0,3,1,3,1,4,4,10,8,1,2,12,33,4,5,5,2,4,4,4,2,3,2,3,1,3,1,3,2,2,4,1,3,3,3,3,2,4,3,1,5,5,4,6,6,6,6,4,4,5,4,1,2,1,1,1,3,1,4,3,1,3,4,2,4,2,1,1,4,1,2,1,32.00,20.00,19.00,30.00,8.00,12.00,23.00,5.75,10.00,8.00,9.00
4,Gansu,0,5,1,5,1,2,1,0,0,1,1,1,3,2,2,2,2,2,4,3,1,3,1,2,1,5,2,2,1,1,5,1,2,4,3,3,3,3,4,4,4,3,5,7,7,7,6,5,4,5,5,2,2,2,2,2,1,1,4,3,1,2,2,2,1,2,2,1,2,3,2,1,27.00,23.00,21.00,34.00,11.00,15.00,14.00,0.75,0.00,9.00,10.00
4,Tianjin,0,3,1,5,0,4,3,2,1,1,2,2,8,4,3,4,4,3,3,3,4,2,1,2,1,3,1,2,2,1,1,1,2,3,4,3,1,2,1,2,5,5,3,7,6,6,6,5,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,23.00,17.00,17.00,31.00,7.00,8.00,8.00,1.50,2.00,8.00,9.00
6,Shanxi,0,4,1,3,0,3,1,3,2,1,1,1,8,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,5,5,4,5,5,6,7,5,5,5,5,2,2,2,2,2,2,1,2,3,3,3,3,3,3,3,2,3,3,2,3,2,38.00,38.00,23.00,25.00,17.00,16.00,18.00,1.25,3.00,10.00,10.00
3,Liaoning,0,3,1,4,0,4,4,0,7,2,3,2,14,5,4,3,2,3,3,3,2,3,2,2,1,1,1,2,3,2,4,1,3,2,3,3,1,2,1,3,4,4,2,5,5,5,5,1,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,28.00,14.00,15.00,26.00,8.00,9.00,8.00,3.50,0.00,3.00,9.00
4,Shandong,0,4,1,4,1,3,5,12,12,11,0,0,35,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,4,4,4,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,30.00,30.00,16.00,17.00,9.00,11.00,10.00,5.75,12.00,8.00,6.00
3,Tianjin,0,1,0,4,1,2,2,1,1,1,1,1,5,4,4,3,4,4,2,3,3,3,4,2,1,3,3,3,1,1,2,1,2,3,2,2,4,1,4,2,4,4,3,6,5,6,2,3,4,4,3,1,2,1,2,2,1,1,2,3,1,2,2,2,2,2,1,1,2,2,1,1,21.00,27.00,15.00,26.00,9.00,13.00,12.00,1.00,1.00,7.00,7.00
3,Shanxi,0,3,1,5,0,4,3,2,12,3,4,2,23,5,4,5,4,4,4,4,3,3,1,4,1,2,2,3,3,1,4,2,4,4,5,4,2,4,3,2,2,1,1,7,7,7,7,1,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,38.00,21.00,10.00,35.00,7.00,7.00,7.00,5.25,2.00,3.00,9.00
3,Tianjin,0,3,1,5,1,4,2,4,7,6,4,4,25,5,5,5,5,5,5,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,4,4,4,2,5,2,2,2,4,4,4,5,1,1,3,1,1,1,1,3,2,1,2,1,2,1,2,2,1,2,2,1,1,10.00,15.00,18.00,17.00,11.00,10.00,11.00,5.25,4.00,8.00,9.00
3,Guangdong,0,3,1,5,1,4,2,2,2,1,3,5,13,4,5,3,5,4,3,4,2,3,3,4,1,2,4,3,1,2,5,3,3,4,3,4,1,5,4,4,4,2,1,5,6,5,5,4,4,4,5,2,3,1,1,1,2,1,2,2,1,1,2,3,2,2,2,3,3,2,3,3,35.00,26.00,13.00,27.00,14.00,14.00,14.00,2.75,2.00,8.00,9.00
3,Guangdong,0,4,1,4,0,2,4,2,3,1,2,2,10,4,4,4,4,4,4,4,2,4,2,4,2,2,2,4,3,2,2,2,3,3,3,3,2,3,2,2,2,2,2,6,6,6,5,2,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,33.00,21.00,11.00,25.00,7.00,7.00,7.00,2.00,2.00,4.00,8.00
5,Henan,0,2,1,3,0,2,3,0,1,1,1,1,4,3,2,2,3,3,2,2,4,2,3,2,3,2,3,3,1,4,2,1,4,3,3,3,3,2,2,2,3,2,3,6,6,6,6,3,3,4,3,2,2,2,1,2,2,1,2,4,2,2,2,2,2,2,2,1,2,1,1,2,24.00,28.00,13.00,30.00,13.00,12.00,14.00,1.00,0.00,6.00,7.00
3,Tianjin,0,2,1,5,0,3,3,0,1,0,1,1,3,4,4,3,3,3,3,3,2,3,1,2,1,2,1,3,3,1,4,3,2,3,4,4,2,3,3,2,2,2,2,6,6,6,5,2,3,4,3,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,31.00,19.00,10.00,29.00,8.00,9.00,8.00,0.75,0.00,5.00,7.00
3,Tianjin,0,5,1,4,1,2,2,1,1,1,1,1,5,3,3,4,4,4,4,4,4,4,3,3,3,4,2,3,2,3,4,2,3,4,4,3,3,4,3,4,4,4,4,6,5,6,5,4,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34.00,31.00,18.00,24.00,8.00,8.00,8.00,1.00,1.00,8.00,6.00
3,Guangdong,0,3,1,5,1,4,4,2,2,1,1,1,7,5,5,5,5,5,5,5,5,5,3,3,5,5,4,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,6,6,5,7,4,4,4,2,3,2,3,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,36.00,37.00,18.00,27.00,17.00,13.00,16.00,1.25,2.00,8.00,6.00
3,Guangdong,0,3,1,5,0,2,3,1,1,0,0,2,4,3,4,4,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,4,4,4,4,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,30.00,29.00,14.00,20.00,13.00,14.00,14.00,0.75,1.00,6.00,6.00
4,Tianjin,0,3,1,5,1,4,4,3,3,1,3,3,13,4,4,4,4,4,4,4,2,4,2,4,2,3,1,4,3,3,4,3,3,3,3,3,3,3,3,4,4,2,4,7,7,7,7,4,4,5,4,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,1,2,35.00,25.00,17.00,35.00,12.00,10.00,13.00,2.50,3.00,8.00,9.00
3,Sichuan,0,5,0,1,1,4,1,12,12,11,12,12,59,5,5,5,5,5,5,5,5,2,4,2,1,3,3,3,2,5,2,1,1,3,2,2,2,2,2,3,4,3,3,4,4,6,1,2,2,4,4,2,2,2,2,3,3,2,3,4,4,4,4,4,4,4,3,4,4,2,4,4,23.00,29.00,15.00,16.00,24.00,20.00,24.00,11.75,12.00,4.00,8.00
6,Fujian,0,3,1,5,0,2,3,1,1,0,0,0,2,3,3,3,3,3,3,4,2,4,2,4,2,2,1,4,4,1,3,1,4,2,4,3,1,4,2,2,3,4,4,6,6,6,6,4,4,4,5,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,38.00,16.00,17.00,31.00,9.00,9.00,11.00,0.25,1.00,8.00,9.00
4,Tianjin,0,3,1,5,0,4,3,2,2,1,2,2,9,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,5,5,5,4,4,4,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,4,3,3,30.00,30.00,15.00,24.00,20.00,21.00,20.00,1.75,2.00,8.00,6.00
3,Shanxi,0,2,1,4,0,4,4,2,12,1,2,12,29,4,4,4,4,3,3,4,2,3,2,2,1,1,1,2,3,2,3,3,2,2,2,3,3,2,1,1,1,1,1,6,6,6,6,1,1,4,3,2,2,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,26.00,18.00,5.00,31.00,8.00,11.00,9.00,6.75,2.00,2.00,7.00
6,Guangdong,0,3,1,5,0,4,2,2,8,7,2,5,24,4,3,4,4,4,4,4,2,4,2,4,3,3,2,4,3,3,4,3,4,3,4,4,2,4,3,3,4,3,4,5,6,6,5,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,39.00,26.00,18.00,27.00,12.00,14.00,14.00,5.50,2.00,8.00,8.00
3,Shandong,0,3,1,5,0,4,2,5,7,11,3,4,30,4,4,4,5,5,5,2,4,3,4,2,2,4,2,2,1,4,4,2,3,5,3,2,4,3,4,4,5,5,5,6,6,7,6,5,5,5,5,3,4,2,2,3,3,3,2,3,1,2,2,2,2,4,2,1,3,2,1,1,25.00,35.00,24.00,29.00,12.00,19.00,17.00,6.25,5.00,10.00,10.00
4,Guangdong,0,4,1,5,0,2,2,2,1,1,1,1,6,4,4,3,5,4,4,3,3,2,3,3,2,3,2,3,3,2,4,2,4,3,3,3,3,3,3,4,4,4,4,5,5,5,5,4,4,4,4,2,2,3,1,3,2,1,2,2,3,2,3,3,2,2,2,1,2,1,1,1,31.00,26.00,19.00,23.00,16.00,10.00,15.00,1.00,2.00,8.00,8.00
8,Chongqing,0,2,1,4,0,4,2,1,0,1,0,1,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,4,1,3,4,3,3,3,2,2,3,4,4,4,6,6,6,6,5,4,4,3,1,2,1,1,1,1,1,2,4,2,2,1,2,2,2,2,1,1,1,2,1,29.00,27.00,19.00,31.00,10.00,13.00,10.00,0.50,1.00,9.00,7.00
3,Tianjin,0,3,1,5,0,4,2,1,1,1,1,1,5,2,5,4,2,3,3,3,1,3,1,3,1,2,1,1,1,1,4,1,1,2,3,2,1,3,2,2,5,5,2,4,6,6,6,4,5,4,4,1,1,2,1,3,1,2,1,3,3,2,1,1,3,2,1,1,1,2,1,1,24.00,13.00,18.00,28.00,12.00,12.00,10.00,1.00,1.00,9.00,8.00
5,Tianjin,0,3,1,5,1,4,4,5,5,2,4,4,20,5,4,3,5,3,3,4,3,3,2,2,1,1,1,3,3,2,3,1,3,2,3,2,3,3,1,1,1,1,1,7,7,7,7,1,1,5,5,2,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,2,1,1,29.00,17.00,5.00,35.00,9.00,9.00,11.00,3.75,5.00,2.00,10.00
4,Guangdong,0,1,1,5,1,2,2,0,0,1,2,1,4,2,2,2,3,3,3,3,2,3,3,3,3,3,3,3,4,3,4,4,3,3,3,4,4,3,3,4,3,3,3,5,3,4,5,4,4,4,3,3,3,2,2,2,2,3,3,3,3,3,2,2,2,1,2,3,3,2,2,2,33.00,31.00,16.00,20.00,16.00,16.00,18.00,1.00,0.00,8.00,7.00
2,Sichuan,0,2,1,4,0,2,2,1,1,1,0,1,4,4,2,2,4,3,4,2,2,2,2,2,2,2,1,4,2,2,2,2,4,2,2,2,1,1,1,2,2,2,4,2,2,2,2,4,2,5,4,3,2,2,2,3,2,2,3,2,2,2,3,2,3,2,2,2,2,2,2,2,23.00,17.00,13.00,14.00,15.00,14.00,18.00,0.75,1.00,6.00,9.00
2,Shanxi,0,4,1,5,1,2,2,12,10,1,2,10,35,4,5,5,5,4,5,4,2,4,1,4,1,2,1,4,4,1,4,1,4,2,4,4,1,4,2,4,1,1,2,7,7,7,6,4,4,4,5,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,40.00,14.00,10.00,34.00,7.00,7.00,8.00,5.75,12.00,8.00,9.00
7,Guangdong,0,3,1,5,0,4,3,1,1,0,1,1,4,4,4,4,4,2,5,3,3,3,3,3,2,2,1,4,2,3,4,2,4,4,4,3,2,2,4,3,4,4,2,6,6,7,6,4,4,5,5,2,2,2,1,3,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,32.00,26.00,16.00,32.00,13.00,12.00,14.00,0.75,1.00,8.00,10.00
4,Tianjin,0,3,1,4,0,2,3,1,1,1,1,2,6,4,4,4,3,4,4,2,3,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,5,5,6,6,1,1,1,2,1,2,2,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,14.00,13.00,8.00,26.00,11.00,8.00,7.00,1.25,1.00,2.00,3.00
4,Anhui,0,3,0,4,1,4,2,4,4,3,4,4,19,5,5,5,5,5,5,4,3,2,3,3,1,2,1,3,4,2,4,1,3,3,3,3,3,3,2,2,2,1,4,6,5,5,6,2,2,4,4,2,2,2,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,3,2,32.00,21.00,12.00,29.00,11.00,14.00,12.00,3.75,4.00,4.00,8.00
4,Shanxi,0,3,1,5,1,3,2,1,1,1,1,1,5,3,4,4,3,4,4,2,3,2,3,2,1,3,1,1,1,2,4,1,1,2,2,2,4,1,3,4,4,4,4,4,4,4,4,5,5,5,5,2,1,1,2,3,1,1,1,3,1,2,2,2,3,2,1,1,3,2,1,1,18.00,23.00,21.00,20.00,10.00,12.00,14.00,1.00,1.00,10.00,10.00
3,Tianjin,0,2,1,5,0,4,4,7,7,6,7,0,27,4,5,4,5,4,4,4,1,3,2,1,1,2,1,2,2,1,2,1,3,2,3,4,2,3,1,2,2,2,2,6,6,6,6,2,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,27.00,14.00,10.00,30.00,7.00,7.00,7.00,5.00,7.00,4.00,9.00
6,Tianjin,0,4,1,4,1,2,3,1,1,1,2,4,9,4,4,4,4,3,3,3,4,3,4,3,2,4,3,2,2,3,4,2,2,4,3,3,4,3,4,4,3,5,5,6,7,6,7,5,4,5,5,2,2,1,1,2,2,1,2,2,2,3,3,2,2,2,1,1,3,1,2,2,28.00,34.00,22.00,32.00,11.00,11.00,17.00,2.00,1.00,9.00,10.00
3,Shandong,0,3,1,4,0,2,3,4,4,1,2,3,14,4,4,4,4,4,4,4,3,3,3,2,2,2,1,2,1,2,3,1,2,3,2,2,2,2,2,1,2,2,2,5,5,5,5,2,4,4,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,23.00,21.00,9.00,26.00,9.00,8.00,8.00,2.50,4.00,6.00,6.00
3,Tianjin,0,4,1,4,1,4,2,10,12,5,12,12,51,5,5,5,5,4,4,2,4,2,5,3,1,5,4,2,1,4,5,1,2,5,3,2,5,2,5,5,4,5,5,4,4,6,2,5,4,4,5,4,4,3,3,2,2,3,2,2,1,3,3,2,4,2,1,1,2,3,2,1,24.00,39.00,24.00,22.00,11.00,19.00,20.00,10.25,10.00,9.00,9.00
5,Tianjin,0,3,0,4,0,2,4,2,2,1,2,2,9,4,4,4,4,4,4,3,3,3,2,3,2,2,2,3,3,2,2,2,3,2,4,3,2,2,2,2,2,2,2,5,5,5,5,3,3,4,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,29.00,21.00,10.00,23.00,13.00,14.00,14.00,1.75,2.00,6.00,7.00
5,Hebei,0,5,1,5,0,4,4,3,3,2,0,1,9,4,4,4,4,4,4,3,2,4,2,3,1,2,1,4,3,1,1,1,2,1,1,1,1,2,1,1,5,5,1,6,6,6,6,1,5,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,24.00,13.00,16.00,31.00,7.00,7.00,7.00,1.50,3.00,6.00,9.00
4,Tianjin,0,3,1,4,0,1,3,0,1,1,0,0,2,3,2,2,3,2,2,2,4,2,4,2,4,4,4,2,1,4,2,4,1,3,2,2,4,1,4,2,4,4,2,4,5,4,4,4,3,4,3,2,2,3,1,2,2,1,3,3,3,2,3,3,2,2,3,2,2,2,2,3,17.00,39.00,15.00,21.00,19.00,13.00,16.00,0.50,0.00,7.00,7.00
4,Beijing,0,4,1,4,0,4,3,12,12,11,12,12,59,4,4,3,3,4,4,4,3,3,2,3,2,2,1,3,3,2,3,1,3,2,3,3,1,3,1,3,3,1,2,6,6,6,6,2,2,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.00,17.00,11.00,31.00,7.00,7.00,7.00,11.75,12.00,4.00,9.00
3,Shandong,0,3,1,5,1,2,4,4,2,1,1,1,9,3,3,3,4,3,4,2,4,2,4,4,2,4,4,3,4,4,4,1,4,4,4,3,3,3,3,2,1,2,2,3,3,5,5,4,4,4,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,1,1,2,2,1,33.00,33.00,11.00,21.00,11.00,14.00,13.00,1.25,4.00,8.00,7.00
6,Guangdong,0,4,1,5,0,2,2,1,1,1,1,1,5,4,4,4,3,3,3,3,2,3,2,3,2,3,2,3,4,2,2,2,3,3,3,3,3,3,3,3,2,3,3,6,6,6,6,4,3,3,4,2,2,1,1,2,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,30.00,24.00,15.00,26.00,9.00,11.00,10.00,1.00,1.00,7.00,7.00
3,Liaoning,0,3,1,4,1,2,3,1,0,1,1,0,3,3,3,3,3,2,1,5,2,4,2,4,1,1,1,3,3,2,4,2,3,1,4,3,2,4,1,1,3,1,2,7,1,7,1,1,1,5,4,1,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,37.00,15.00,8.00,23.00,8.00,9.00,8.00,0.50,1.00,2.00,9.00
3,Anhui,0,2,1,5,0,2,4,0,0,1,0,0,1,2,2,2,4,2,2,2,3,2,2,2,4,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,7,7,7,7,1,1,2,5,3,1,1,1,3,1,1,2,1,2,1,1,2,2,1,2,2,1,1,1,2,14.00,16.00,5.00,29.00,14.00,7.00,11.00,0.25,0.00,2.00,7.00
3,99,0,2,1,5,0,1,4,0,2,2,1,0,5,4,3,3,4,2,3,2,2,3,2,3,2,2,2,3,3,2,4,2,2,2,3,2,2,2,2,3,3,4,4,4,4,4,4,4,4,4,3,3,3,2,3,2,2,2,4,4,3,3,3,3,3,3,3,2,3,3,3,4,27.00,20.00,17.00,20.00,19.00,21.00,21.00,1.25,0.00,8.00,7.00
3,Sichuan,0,3,1,4,1,3,3,9,2,0,3,12,26,4,4,4,4,3,1,4,3,4,3,4,2,1,2,4,3,4,2,1,4,1,3,4,2,4,1,2,2,4,2,5,5,5,7,2,1,4,2,2,2,1,1,2,3,1,1,1,1,1,2,2,1,2,1,1,3,2,2,1,36.00,20.00,13.00,28.00,9.00,11.00,13.00,4.25,9.00,3.00,6.00
4,Shanxi,0,3,1,5,1,4,4,2,12,4,5,12,35,5,4,4,3,5,5,4,3,4,3,4,1,1,1,3,3,3,3,2,4,3,5,4,3,3,3,3,3,3,3,5,5,5,5,2,3,3,5,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,2,1,1,1,37.00,23.00,15.00,23.00,8.00,11.00,8.00,8.25,2.00,5.00,8.00
3,Tianjin,0,4,1,3,0,1,3,1,1,2,2,2,8,4,4,3,3,3,3,2,4,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,2,2,2,2,3,3,4,4,4,3,4,4,4,4,1,2,1,4,2,2,2,2,2,2,2,2,2,2,2,28.00,32.00,17.00,14.00,20.00,15.00,18.00,1.75,1.00,6.00,8.00
1,Tianjin,0,3,0,5,0,4,5,3,1,0,1,1,6,3,3,4,2,4,5,3,2,3,1,2,4,2,3,4,5,2,4,4,5,2,5,4,2,5,1,2,4,1,2,7,7,7,7,1,1,5,5,1,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,2,2,1,1,40.00,23.00,11.00,35.00,9.00,10.00,11.00,0.75,3.00,2.00,10.00
3,Liaoning,0,4,1,4,1,4,2,2,4,5,3,10,24,5,3,4,5,4,4,2,4,3,4,3,3,4,3,3,4,2,4,1,3,4,3,2,3,3,4,3,2,4,2,4,6,4,7,3,4,5,5,4,3,2,2,4,2,1,2,3,1,2,2,2,1,2,3,1,2,2,1,1,30.00,32.00,15.00,26.00,14.00,14.00,15.00,5.50,2.00,7.00,10.00
2,Tianjin,0,3,1,5,0,1,4,1,1,1,1,1,5,3,3,3,3,3,3,3,1,4,1,3,1,2,1,3,4,1,2,1,3,1,3,3,1,3,2,2,2,2,2,6,5,6,6,2,2,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31.00,12.00,10.00,29.00,7.00,8.00,7.00,1.00,1.00,4.00,5.00
2,Shanxi,0,2,1,5,0,4,2,0,1,0,1,1,3,5,5,4,5,5,4,4,2,4,2,4,2,3,1,3,1,2,1,1,3,1,3,3,2,2,2,2,4,3,2,6,6,6,4,3,2,4,3,2,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,2,28.00,18.00,15.00,28.00,9.00,10.00,9.00,0.75,0.00,5.00,7.00
5,Tianjin,0,4,1,4,0,1,2,12,12,11,12,12,59,4,4,4,4,4,4,5,3,3,4,2,2,4,4,2,3,3,3,1,2,4,3,3,4,2,4,5,5,5,4,7,7,7,7,4,4,5,5,2,2,1,2,3,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,28.00,33.00,23.00,34.00,10.00,11.00,12.00,11.75,12.00,8.00,10.00
4,Tianjin,0,5,1,2,0,4,2,6,11,1,1,2,21,5,5,5,5,5,4,3,3,3,2,3,2,4,3,2,1,4,5,5,3,2,4,3,3,3,3,2,2,3,2,2,2,4,4,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,30.00,31.00,12.00,16.00,10.00,11.00,13.00,3.75,6.00,6.00,6.00
3,Anhui,0,5,1,5,1,2,2,3,2,7,1,3,16,5,4,4,4,3,3,3,3,2,2,2,1,4,1,1,1,3,4,1,2,4,3,3,2,2,2,2,5,5,3,4,6,3,6,3,3,4,5,2,2,1,1,3,2,2,3,3,3,2,2,2,1,2,2,2,3,2,1,1,23.00,23.00,19.00,25.00,14.00,13.00,15.00,3.25,3.00,6.00,9.00
4,Hebei,0,2,1,4,1,3,2,1,1,1,1,1,5,4,4,3,4,4,4,3,2,4,3,3,1,2,2,3,3,2,2,3,3,4,3,3,2,3,2,3,4,3,2,6,6,6,6,4,4,5,4,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,1,1,2,1,2,1,30.00,23.00,16.00,30.00,9.00,10.00,10.00,1.00,1.00,8.00,9.00
4,Shandong,0,3,1,1,0,4,4,1,0,1,0,2,4,4,4,3,4,4,3,4,2,2,2,2,2,4,2,2,2,2,4,1,2,4,3,3,3,3,4,2,2,2,2,4,5,5,5,4,4,4,2,2,2,2,1,2,2,1,2,3,3,3,3,3,2,2,2,2,2,2,3,3,27.00,26.00,10.00,25.00,17.00,14.00,16.00,0.75,1.00,8.00,6.00
4,Yunnan,0,3,1,4,0,4,1,1,6,1,3,6,17,3,2,4,2,2,3,4,4,2,5,2,3,5,2,3,1,2,4,2,3,4,2,2,3,1,4,3,4,4,4,6,7,7,7,5,5,5,5,3,2,2,2,2,3,2,2,3,2,2,3,3,4,2,2,2,2,1,2,2,24.00,34.00,20.00,34.00,15.00,14.00,19.00,4.00,1.00,10.00,10.00
4,Guangdong,0,3,1,5,1,2,1,2,3,1,1,2,9,4,4,3,4,3,4,3,5,2,2,3,1,3,2,3,1,2,4,1,3,3,3,3,2,3,2,4,5,5,5,6,6,6,6,2,3,5,5,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,1,1,1,1,1,1,28.00,23.00,23.00,29.00,10.00,10.00,11.00,1.75,2.00,5.00,10.00
3,Shandong,0,4,1,4,0,2,4,1,1,1,1,1,5,4,3,4,4,3,3,3,3,3,2,2,2,2,2,4,3,2,2,4,3,2,2,3,2,4,2,2,4,4,2,5,6,6,6,4,4,4,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,29.00,23.00,14.00,25.00,10.00,8.00,9.00,1.00,1.00,8.00,6.00
4,Guangdong,0,3,1,4,1,4,2,0,1,4,5,5,15,4,4,4,4,4,4,3,4,3,3,2,2,4,1,1,1,3,4,1,3,4,3,3,3,2,4,4,4,4,4,4,5,5,5,5,5,4,5,2,2,2,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,25.00,29.00,21.00,25.00,9.00,9.00,10.00,3.75,0.00,10.00,9.00
4,Guizhou,0,3,1,4,1,3,1,4,4,4,2,12,26,5,4,4,5,5,5,5,4,3,4,3,4,5,5,3,3,4,4,2,3,5,5,3,4,3,5,4,4,4,4,6,4,5,5,4,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35.00,42.00,20.00,24.00,14.00,14.00,14.00,5.50,4.00,8.00,10.00
4,Shandong,0,4,1,5,1,4,2,0,0,1,0,3,4,5,3,3,4,4,4,3,2,3,1,2,1,3,1,4,1,1,4,1,1,3,3,3,1,3,3,2,5,4,3,6,7,7,7,4,4,5,4,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,27.00,17.00,18.00,34.00,7.00,8.00,8.00,1.00,0.00,8.00,9.00
4,Guangdong,0,2,1,5,0,2,3,4,4,0,1,0,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,5,5,5,5,3,4,4,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30.00,30.00,14.00,23.00,7.00,7.00,8.00,1.25,4.00,7.00,9.00
5,Guangdong,0,3,1,5,1,4,3,5,8,1,2,2,18,3,3,3,3,3,3,4,2,3,1,3,2,2,1,3,3,2,4,3,4,3,3,3,2,4,3,2,4,4,2,6,7,7,6,4,2,5,5,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,1,34.00,21.00,14.00,32.00,8.00,10.00,10.00,3.25,5.00,6.00,10.00
5,Liaoning,0,4,1,4,1,4,1,10,4,1,2,4,21,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,2,4,5,5,2,2,1,2,1,1,1,1,1,1,1,2,2,4,2,2,2,1,1,1,1,30.00,30.00,22.00,23.00,10.00,10.00,12.00,2.75,10.00,6.00,10.00
3,Guangdong,0,3,1,5,1,4,4,2,1,1,2,5,11,5,5,5,5,5,5,3,2,3,3,2,1,3,1,3,3,1,4,1,3,3,3,3,2,3,3,4,5,5,3,7,7,7,7,4,3,4,5,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,2,1,1,1,30.00,20.00,22.00,34.00,8.00,9.00,11.00,2.25,2.00,7.00,9.00
